0,-1,0.0660211
0,-0.95,0.0798339
0,-0.9,0.0993442
0,-0.85,0.120399
0,-0.8,0.150444
0,-0.75,0.182166
0,-0.7,0.228785
0,-0.65,0.276755
0,-0.6,0.351028
0,-0.55,0.425203
0,-0.5,0.544198
0,-0.45,0.662985
0,-0.4,0.867033
0,-0.35,1.06001
0,-0.3,1.44163
0,-0.25,1.77251
0,-0.2,2.60334
0,-0.15,3.17405
0,-0.0999999999999997,5.31883
0,-0.0499999999999997,5.91445
0,3.19189119579733e-16,10.5038
0,0.0500000000000003,2.67177
0,0.1,1.86324
0,0.15,1.29663
0,0.2,1.03709
0,0.25,0.788848
0,0.3,0.644571
0,0.35,0.503087
0,0.4,0.414117
0,0.45,0.327297
0,0.5,0.270309
0,0.55,0.215368
0,0.6,0.177787
0,0.65,0.142253
0,0.700000000000001,0.117646
0,0.750000000000001,0.0943579
0,0.800000000000001,0.0779095
0,0.850000000000001,0.0626857
0,0.900000000000001,0.0517058
0,0.950000000000001,0.0416718
0.05,-1,0.0650811
0.05,-0.95,0.0789859
0.05,-0.9,0.0979138
0.05,-0.85,0.118983
0.05,-0.8,0.147822
0.05,-0.75,0.179562
0.05,-0.7,0.223845
0.05,-0.65,0.272384
0.05,-0.6,0.341215
0.05,-0.55,0.415778
0.05,-0.5,0.52447
0.05,-0.45,0.640526
0.05,-0.4,0.816222
0.05,-0.35,0.998253
0.05,-0.3,1.28311
0.05,-0.25,1.56102
0.05,-0.2,1.99595
0.05,-0.15,2.39041
0.05,-0.0999999999999997,2.93195
0.05,-0.0499999999999997,3.2385
0.05,3.19189119579733e-16,3.17294
0.05,0.0500000000000003,2.31341
0.05,0.1,1.68947
0.05,0.15,1.25013
0.05,0.2,0.995866
0.05,0.25,0.770071
0.05,0.3,0.626345
0.05,0.35,0.494237
0.05,0.4,0.404676
0.05,0.45,0.32258
0.05,0.5,0.265129
0.05,0.55,0.212566
0.05,0.6,0.174892
0.05,0.65,0.140713
0.05,0.700000000000001,0.115822
0.05,0.750000000000001,0.0934113
0.05,0.800000000000001,0.0769266
0.05,0.850000000000001,0.0621529
0.05,0.900000000000001,0.0511737
0.05,0.950000000000001,0.041356
0.1,-1,0.0641787
0.1,-0.95,0.0777865
0.1,-0.9,0.0964088
0.1,-0.85,0.11683
0.1,-0.8,0.14486
0.1,-0.75,0.175649
0.1,-0.7,0.218408
0.1,-0.65,0.264819
0.1,-0.6,0.32962
0.1,-0.55,0.399514
0.1,-0.5,0.4976
0.1,-0.45,0.6025
0.1,-0.4,0.74944
0.1,-0.35,0.903603
0.1,-0.3,1.119
0.1,-0.25,1.32556
0.1,-0.2,1.618
0.1,-0.15,1.84241
0.1,-0.0999999999999997,2.12801
0.1,-0.0499999999999997,2.18679
0.1,3.19189119579733e-16,2.14561
0.1,0.0500000000000003,1.78299
